id,unique_name,display_name,description,url,notes
31d4c9be-aa68-450f-80f1-59702b5f5251,kanto,Kanto,,https://bulbapedia.bulbagarden.net/wiki/Kanto,
db94ace2-3901-48c2-8f91-ad9ec1ba5f80,johto,Johto,,https://bulbapedia.bulbagarden.net/wiki/Johto,
304d435c-05d5-42f3-b00e-bbc63418da30,hoenn,Hoenn,,https://bulbapedia.bulbagarden.net/wiki/Hoenn,
fd34f556-c585-4c23-b53b-b24e84a1cdb1,sinnoh,Sinnoh,,https://bulbapedia.bulbagarden.net/wiki/Sinnoh,
2479c346-cb82-44bb-8ca7-7fcb02be960b,unova,Unova,,https://bulbapedia.bulbagarden.net/wiki/Unova,
124cef83-dd27-49bc-bd3c-2938de8ad0e5,kalos,Kalos,,https://bulbapedia.bulbagarden.net/wiki/Kalos,
db70226e-ed7e-482f-b13e-bcf59ba910bb,alola,Alola,,https://bulbapedia.bulbagarden.net/wiki/Alola,
a715ef2f-33fa-4cdb-b1d3-66799d298c06,galar,Galar,,https://bulbapedia.bulbagarden.net/wiki/Galar,
da0915d6-e6b1-41d5-b2ed-b9e856cef747,hisui,Hisui,,https://bulbapedia.bulbagarden.net/wiki/Hisui,
e9dc2a07-34ef-481a-8c3d-d8af7b220951,paldea,Paldea,,https://bulbapedia.bulbagarden.net/wiki/Paldea,
920799e9-7b02-49cf-9a32-ae7e19f80c9c,queros,Quéros,,,
